nct_id,sponsor_types,num_collaborators,countries,num_countries,lead_sponsor_type
NCT00545428,OTHER,0,Brazil,1,OTHER
NCT01339559,INDUSTRY,0,United States;Austria;Belgium;Brazil;Bulgaria;Canada;Czechia;Estonia;Finland;France;Germany;Hong Kong;Hungary;India;Italy;Japan;Latvia;Lithuania;Mexico;Netherlands;Poland;Puerto Rico;Russia;South Korea;Spain;Sweden;Taiwan;United Kingdom,28,INDUSTRY
NCT02000778,OTHER,0,United States,1,OTHER
NCT03588923,INDUSTRY,0,China,1,INDUSTRY
NCT01235910,OTHER,1,United States,1,OTHER
NCT01026129,OTHER,0,Canada,1,OTHER
NCT02624947,INDUSTRY;OTHER,1,United States;Argentina;Australia;Bangladesh;Chile;Mexico;New Zealand;Philippines;South Africa;Spain;United Kingdom,11,INDUSTRY
NCT00645190,INDUSTRY,0,,0,INDUSTRY
NCT01688518,OTHER;INDUSTRY,1,United States,1,OTHER
NCT04409041,OTHER,0,United States,1,OTHER
NCT03951363,OTHER,0,United States,1,OTHER
NCT04028726,OTHER,1,United States,1,OTHER
NCT00919204,INDUSTRY,0,China,1,INDUSTRY
NCT05884606,INDUSTRY,0,Netherlands;United Kingdom,2,INDUSTRY
NCT02179008,INDUSTRY,0,United States,1,INDUSTRY
NCT00861380,INDUSTRY,0,Finland,1,INDUSTRY
NCT02394600,OTHER;INDUSTRY,1,Canada,1,OTHER
NCT00199225,INDUSTRY,0,Spain,1,INDUSTRY
NCT02356003,OTHER,0,Canada,1,OTHER
NCT04222517,OTHER,0,Russia,1,OTHER
NCT04112706,OTHER,1,United States,1,OTHER
NCT03304756,OTHER_GOV;OTHER,1,,0,OTHER_GOV
NCT02429167,INDUSTRY,0,United States;Canada,2,INDUSTRY
NCT04839445,OTHER,0,Italy,1,OTHER
NCT04394923,OTHER,0,Spain,1,OTHER
NCT02208635,OTHER,2,United States;Zambia,2,OTHER
NCT06515938,OTHER_GOV,0,China,1,OTHER_GOV
NCT00178958,OTHER,0,,0,OTHER
NCT02748499,OTHER;OTHER_GOV,1,,0,OTHER
NCT00195429,INDUSTRY,0,Brazil,1,INDUSTRY
NCT03878927,OTHER;INDUSTRY,2,United States,1,OTHER
NCT01418352,INDUSTRY,0,United States;Bulgaria;Germany;Romania;Ukraine,5,INDUSTRY
NCT05233501,OTHER,0,Turkey (Türkiye),1,OTHER
NCT01660620,OTHER,4,,0,OTHER
NCT01858558,OTHER,1,United States,1,OTHER
NCT02500095,OTHER,0,Denmark,1,OTHER
NCT01929694,OTHER;INDUSTRY,1,United Kingdom,1,OTHER
NCT02007863,OTHER,0,United States,1,OTHER
NCT04147455,OTHER,1,Vietnam,1,OTHER
NCT01792310,INDUSTRY;UNKNOWN;OTHER,6,Spain;United Kingdom,2,INDUSTRY
NCT02076204,OTHER;FED;UNKNOWN,5,United States,1,OTHER
NCT01757171,OTHER;INDUSTRY,1,United States,1,OTHER
NCT01201772,OTHER,0,United States,1,OTHER
NCT02776501,INDUSTRY,0,United States,1,INDUSTRY
NCT01158131,OTHER;FED,1,United States,1,OTHER
NCT04344535,OTHER,0,United States,1,OTHER
NCT02246062,OTHER,0,Brazil,1,OTHER
NCT01270516,OTHER,0,United States,1,OTHER
NCT01457872,OTHER,1,Sweden,1,OTHER
NCT02602613,INDUSTRY,0,Belgium;Czechia;Israel;Italy,4,INDUSTRY
NCT02905734,OTHER,0,France,1,OTHER
NCT02770456,OTHER;OTHER_GOV,1,,0,OTHER
NCT02126293,OTHER,1,Canada,1,OTHER
NCT00735748,OTHER,0,Belgium,1,OTHER
NCT00839423,INDUSTRY,0,,0,INDUSTRY
NCT02809768,INDUSTRY,0,United States,1,INDUSTRY
NCT06188845,OTHER,0,Taiwan,1,OTHER
NCT04071613,OTHER,0,Australia,1,OTHER
NCT00705874,INDUSTRY,0,United States,1,INDUSTRY
NCT02379559,OTHER,0,United States,1,OTHER
NCT02679066,OTHER,0,United States,1,OTHER
NCT00005023,OTHER,0,United States,1,OTHER
NCT04729946,OTHER;INDUSTRY,1,United States,1,OTHER
NCT02794363,OTHER,0,,0,OTHER
NCT01547611,OTHER_GOV;OTHER,4,Sweden,1,OTHER_GOV
NCT00738972,OTHER,0,,0,OTHER
NCT02238548,OTHER;INDUSTRY,1,Netherlands,1,OTHER
NCT02412475,OTHER,1,United States,1,OTHER
NCT03667508,OTHER,0,Syria,1,OTHER
NCT00960362,INDUSTRY,0,United States,1,INDUSTRY
NCT05126394,OTHER,0,Egypt,1,OTHER
NCT00879138,INDUSTRY,1,United Kingdom,1,INDUSTRY
NCT02532686,OTHER;OTHER_GOV,1,Taiwan,1,OTHER
NCT01680978,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT02764307,OTHER,0,,0,OTHER
NCT03667703,OTHER,1,United States,1,OTHER
NCT03534505,OTHER,1,Thailand,1,OTHER
NCT00884884,NIH;OTHER,1,United States,1,NIH
NCT00738829,OTHER;INDUSTRY,2,Austria,1,OTHER
NCT01043913,OTHER,0,Brazil,1,OTHER
NCT03738696,OTHER;INDUSTRY,1,United States,1,OTHER
NCT03506113,OTHER;UNKNOWN,11,Japan,1,OTHER
NCT04829344,INDUSTRY,0,United States,1,INDUSTRY
NCT04222426,OTHER,0,Netherlands,1,OTHER
NCT04872530,OTHER;INDUSTRY;OTHER_GOV,2,Ireland,1,OTHER
NCT01745562,INDUSTRY,0,,0,INDUSTRY
NCT02853630,OTHER,0,India,1,OTHER
NCT02248818,INDUSTRY,0,United States,1,INDUSTRY
NCT03962101,INDUSTRY,0,Japan,1,INDUSTRY
NCT04748341,OTHER,0,Pakistan,1,OTHER
NCT03203707,OTHER,0,United States,1,OTHER
NCT03328351,OTHER,0,Saudi Arabia,1,OTHER
NCT01321684,OTHER,0,South Korea,1,OTHER
NCT04943133,OTHER,0,France,1,OTHER
NCT00705510,OTHER,0,Thailand,1,OTHER
NCT00321932,OTHER,0,United States,1,OTHER
NCT00627237,OTHER;FED,1,United States,1,OTHER
NCT00854984,OTHER;OTHER_GOV,4,United Kingdom,1,OTHER
NCT02267161,OTHER,0,France,1,OTHER
NCT02053792,INDUSTRY,0,United States;Australia;Austria;Bulgaria;Canada;Czechia;France;Germany;Israel;Italy;Japan;Malaysia;Philippines;South Africa;Spain,15,INDUSTRY
NCT05173948,OTHER,0,Saudi Arabia,1,OTHER
NCT02900105,OTHER_GOV,0,Singapore,1,OTHER_GOV
NCT03716141,OTHER_GOV,0,Pakistan,1,OTHER_GOV
NCT01772290,INDUSTRY,0,United States,1,INDUSTRY
NCT03086239,INDUSTRY,0,Japan,1,INDUSTRY
NCT01385839,OTHER,0,United States,1,OTHER
NCT02304523,INDUSTRY,1,South Korea,1,INDUSTRY
NCT01310166,INDUSTRY,0,Germany,1,INDUSTRY
NCT03816722,OTHER;INDUSTRY,1,Denmark,1,OTHER
NCT03182933,OTHER,0,United States,1,OTHER
NCT07223073,INDUSTRY,0,Thailand,1,INDUSTRY
NCT02091310,INDUSTRY;OTHER,3,France,1,INDUSTRY
NCT00399074,OTHER,0,Uganda,1,OTHER
NCT00421460,OTHER,2,Thailand,1,OTHER
NCT00446641,OTHER;INDUSTRY,1,South Korea,1,OTHER
NCT01390012,OTHER,0,Netherlands,1,OTHER
NCT00897221,INDUSTRY,0,Belgium;France;Italy;Spain,4,INDUSTRY
NCT02668757,OTHER,0,Belgium,1,OTHER
NCT03387085,INDUSTRY,0,United States,1,INDUSTRY
NCT02887950,OTHER;UNKNOWN,1,Italy,1,OTHER
NCT04060251,OTHER;INDUSTRY,1,United States,1,OTHER
NCT04743622,OTHER;INDUSTRY,1,South Korea,1,OTHER
NCT00055822,OTHER;NIH,1,United States,1,OTHER
NCT02148692,OTHER,1,United States;Austria;Belgium;Brazil;Canada;France;Germany;Hungary;Israel;Italy;Netherlands;Spain;Sweden;Switzerland;Turkey (Türkiye);United Kingdom,16,OTHER
NCT01274663,INDUSTRY,0,United States,1,INDUSTRY
NCT03477773,OTHER,3,United Kingdom,1,OTHER
NCT02994225,OTHER,0,France,1,OTHER
NCT02438761,OTHER;OTHER_GOV,2,France,1,OTHER
NCT01708434,INDUSTRY,0,United States,1,INDUSTRY
NCT00442377,OTHER,0,Netherlands,1,OTHER
NCT02738541,OTHER,0,India,1,OTHER
NCT03615521,OTHER,0,Turkey (Türkiye),1,OTHER
NCT01859507,OTHER,0,Egypt,1,OTHER
NCT02146781,INDUSTRY,0,United States,1,INDUSTRY
NCT00235196,INDUSTRY,0,United States,1,INDUSTRY
NCT00051246,OTHER;NIH,1,United States,1,OTHER
NCT00675272,OTHER,1,Finland,1,OTHER
NCT06817811,INDUSTRY,1,Indonesia,1,INDUSTRY
NCT02750904,OTHER;UNKNOWN,4,United States,1,OTHER
NCT01354314,OTHER;NIH,1,United States,1,OTHER
NCT02979808,INDUSTRY,1,Denmark;France;Germany;Italy;Norway;Spain;Sweden;United Kingdom,8,INDUSTRY
NCT00123786,OTHER,1,Canada,1,OTHER
NCT01681537,OTHER,0,United States,1,OTHER
NCT03418571,INDUSTRY,0,Japan,1,INDUSTRY
NCT04535986,INDUSTRY,1,United States;Bulgaria;Czechia;Germany;Greece;Hungary;Poland;Romania;Russia;Slovakia;South Korea;United Kingdom,12,INDUSTRY
NCT04790565,OTHER,0,Israel,1,OTHER
NCT00439816,FED,0,United States,1,FED
NCT01061970,INDUSTRY,0,,0,INDUSTRY
NCT01177722,INDUSTRY,0,Colombia;Costa Rica,2,INDUSTRY
NCT01592669,OTHER,0,Taiwan,1,OTHER
NCT00296504,INDUSTRY,1,United States;Brazil;Chile;France;Italy;Portugal;Spain;United Kingdom,8,INDUSTRY
NCT00689208,INDUSTRY,0,Sweden,1,INDUSTRY
NCT04531813,INDUSTRY,0,United States,1,INDUSTRY
NCT03356457,OTHER,0,United States,1,OTHER
NCT01755286,INDUSTRY,0,United States,1,INDUSTRY
NCT03461328,OTHER,0,Egypt,1,OTHER
NCT00429663,OTHER,0,United States,1,OTHER
NCT05207319,OTHER,0,Taiwan,1,OTHER
NCT02635035,OTHER;INDUSTRY,1,United States,1,OTHER
NCT01206569,OTHER,0,Hong Kong,1,OTHER
NCT00141830,INDUSTRY,0,United States;Canada;Hungary;Italy;Mexico;Spain,6,INDUSTRY
NCT03849820,INDUSTRY,0,Germany,1,INDUSTRY
NCT04653415,OTHER,0,Poland,1,OTHER
NCT03579628,INDUSTRY,0,Belgium;France,2,INDUSTRY
NCT02657369,INDUSTRY,0,United States;Australia;France;Italy;United Kingdom,5,INDUSTRY
NCT00413036,INDUSTRY,0,United States;Canada;France;Germany;Italy;Spain;United Kingdom,7,INDUSTRY
NCT03011593,INDUSTRY;OTHER,1,,0,INDUSTRY
NCT01966263,OTHER,0,Netherlands,1,OTHER
NCT01879865,OTHER,0,Netherlands,1,OTHER
NCT02270944,INDUSTRY,1,United States;Belgium;Czechia,3,INDUSTRY
NCT02285712,OTHER,0,France,1,OTHER
NCT00944190,OTHER,0,United States,1,OTHER
NCT00612898,INDUSTRY,0,United States;Australia;Belgium;Canada;Germany;Israel;Italy;Peru;Puerto Rico;Thailand;United Kingdom,11,INDUSTRY
NCT00757367,INDUSTRY,0,United States,1,INDUSTRY
NCT01461083,OTHER,0,United States,1,OTHER
NCT01767285,OTHER,0,United States,1,OTHER
NCT03446963,OTHER,0,United Kingdom,1,OTHER
NCT02878460,OTHER_GOV,0,France,1,OTHER_GOV
NCT03175523,OTHER,1,South Korea,1,OTHER
NCT01763684,INDUSTRY,0,United States,1,INDUSTRY
NCT00424853,INDUSTRY,0,Italy,1,INDUSTRY
NCT01855750,INDUSTRY,1,United States;Argentina;Australia;Belgium;Brazil;Canada;China;Czechia;Denmark;Finland;France;Germany;Hungary;Israel;Japan;Mexico;Netherlands;Norway;Poland;Russia;South Korea;Spain;Sweden;Taiwan;Turkey (Türkiye);Ukraine;United Kingdom,27,INDUSTRY
NCT01792414,OTHER,0,Australia,1,OTHER
NCT01307332,OTHER;INDUSTRY,1,Canada,1,OTHER
NCT03043079,OTHER,0,United States,1,OTHER
NCT01758809,OTHER,0,South Korea,1,OTHER
NCT00566956,OTHER_GOV,0,United Kingdom,1,OTHER_GOV
NCT02743117,INDUSTRY,1,United States,1,INDUSTRY
NCT01493505,INDUSTRY,0,United States;Austria;Belgium;Canada;Denmark;Germany;Greece;Hong Kong;Italy;Japan;Netherlands;Russia;South Korea;Spain,14,INDUSTRY
NCT00000647,NIH,0,United States,1,NIH
NCT02340611,OTHER;INDUSTRY,1,Canada,1,OTHER
NCT02090621,OTHER,0,Spain,1,OTHER
NCT02208531,OTHER,0,Bangladesh,1,OTHER
NCT00001256,NIH,0,United States,1,NIH
NCT01872689,INDUSTRY,0,United States;Australia;Belgium;Canada;France;Germany;Italy;Japan;Mexico;Peru;Poland;Spain;United Kingdom,13,INDUSTRY
NCT04627636,OTHER,0,Egypt,1,OTHER
NCT02093793,INDUSTRY,0,United States,1,INDUSTRY
NCT00493441,INDUSTRY,0,United States,1,INDUSTRY
NCT01268657,OTHER,0,United States,1,OTHER
NCT04296032,OTHER,0,Taiwan,1,OTHER
NCT01070095,OTHER;OTHER_GOV,1,Canada,1,OTHER
NCT04525898,OTHER,0,United States,1,OTHER
NCT00590837,OTHER,0,France,1,OTHER
NCT00004008,OTHER,0,United Kingdom,1,OTHER
NCT00616603,OTHER,0,United States,1,OTHER
NCT03526757,OTHER;OTHER_GOV,3,Brazil,1,OTHER
NCT02285504,INDUSTRY,0,United States,1,INDUSTRY
NCT04079803,INDUSTRY;NIH,1,United States,1,INDUSTRY
NCT03736161,OTHER,0,Bangladesh,1,OTHER
NCT00893074,OTHER;NIH,1,United States,1,OTHER
NCT01932736,OTHER,0,United States,1,OTHER
NCT01802632,INDUSTRY,0,United States;Australia;France;Germany;Italy;Japan;South Korea;Spain;Taiwan;United Kingdom,10,INDUSTRY
NCT00941499,OTHER,0,United States,1,OTHER
NCT03082677,OTHER;INDUSTRY,1,United States,1,OTHER
NCT01430572,OTHER;INDUSTRY;NETWORK,2,United States,1,OTHER
NCT04940884,OTHER,0,Taiwan,1,OTHER
NCT01023321,INDUSTRY,0,Belgium,1,INDUSTRY
NCT00992394,INDUSTRY,0,France;Germany;Greece;Hungary;Italy;Spain;Turkey (Türkiye);United Arab Emirates;United Kingdom,9,INDUSTRY
NCT01909661,INDUSTRY,1,Spain,1,INDUSTRY
NCT01696487,OTHER;UNKNOWN,1,Austria,1,OTHER
NCT02596503,OTHER,1,United States,1,OTHER
NCT05075304,INDUSTRY;UNKNOWN,1,China,1,INDUSTRY
NCT00780312,OTHER;UNKNOWN,2,Denmark,1,OTHER
NCT03690544,OTHER;INDUSTRY,1,United States,1,OTHER
NCT01534559,OTHER,0,United Kingdom,1,OTHER
NCT02025504,INDUSTRY;OTHER,1,United States,1,INDUSTRY
NCT02066727,OTHER,1,China,1,OTHER
NCT01078129,OTHER,2,France,1,OTHER
NCT01529346,INDUSTRY,0,United States,1,INDUSTRY
NCT01333917,OTHER,0,United States,1,OTHER
NCT02530710,INDUSTRY,0,United States,1,INDUSTRY
NCT03547206,INDUSTRY,0,United States,1,INDUSTRY
NCT03268005,INDUSTRY,0,United States;Argentina;Bulgaria;Canada;Croatia;Czechia;Germany;Greece;Italy;Poland;Puerto Rico;Romania;Russia;Serbia;Slovakia;South Korea;Spain;Ukraine,18,INDUSTRY
NCT00000191,OTHER;NIH,1,United States,1,OTHER
NCT00950404,INDUSTRY,0,United States,1,INDUSTRY
NCT02030015,OTHER;NETWORK;NIH,5,United States,1,OTHER
NCT05030376,OTHER,1,China,1,OTHER
NCT01679470,INDUSTRY,0,United States,1,INDUSTRY
NCT00045539,OTHER;NIH,1,United States,1,OTHER
NCT00211432,OTHER;INDUSTRY,1,United States,1,OTHER
NCT01474226,OTHER,0,Canada,1,OTHER
NCT00730951,OTHER,1,Canada,1,OTHER
NCT00201240,NIH;NETWORK,2,United States,1,NIH
NCT00000414,OTHER;NIH,1,United States;Canada,2,OTHER
NCT05455073,OTHER;FED;UNKNOWN,4,Canada,1,OTHER
NCT00446212,OTHER,0,Australia;New Zealand,2,OTHER
NCT02706288,OTHER,1,United States,1,OTHER
NCT02706041,OTHER;NIH,1,United States,1,OTHER
NCT01824589,INDUSTRY;FED,1,,0,INDUSTRY
NCT02129179,OTHER_GOV,0,United Kingdom,1,OTHER_GOV
NCT01372046,OTHER;NIH,2,United States,1,OTHER
NCT01634945,OTHER,2,Côte d’Ivoire,1,OTHER
NCT01767272,OTHER,0,,0,OTHER
NCT00082966,NIH,0,United States,1,NIH
NCT00073918,OTHER;NIH,1,United States,1,OTHER
NCT04407806,OTHER,0,United States,1,OTHER
NCT03634319,INDUSTRY,0,Germany,1,INDUSTRY
NCT00081237,NETWORK,0,Germany;United Kingdom,2,NETWORK
NCT03582423,OTHER;OTHER_GOV,1,Hong Kong,1,OTHER
NCT04578028,INDUSTRY,1,United Kingdom,1,INDUSTRY
NCT00748371,OTHER,0,United States,1,OTHER
NCT01179503,OTHER;NIH,1,United States,1,OTHER
NCT02998320,NETWORK;INDUSTRY,1,France,1,NETWORK
NCT00806728,INDUSTRY,0,United States,1,INDUSTRY
NCT01364493,OTHER,0,China,1,OTHER
NCT03789955,OTHER,0,South Korea,1,OTHER
NCT01573312,NIH,0,United States,1,NIH
NCT03843099,OTHER;NIH,4,United States,1,OTHER
NCT03484403,FED;OTHER,1,,0,FED
NCT04405271,OTHER;UNKNOWN,1,Argentina,1,OTHER
NCT00592475,INDUSTRY,0,Spain,1,INDUSTRY
NCT00235950,INDUSTRY,0,Sweden,1,INDUSTRY
NCT03325335,OTHER,0,South Korea,1,OTHER
NCT00956111,INDUSTRY,0,China,1,INDUSTRY
NCT01444352,INDUSTRY,0,Switzerland,1,INDUSTRY
NCT01518725,OTHER;UNKNOWN,1,United States,1,OTHER
NCT03431545,OTHER,0,United States,1,OTHER
NCT00908479,OTHER,1,Canada,1,OTHER
NCT00422227,INDUSTRY,0,Hong Kong;India;Malaysia;Philippines;Singapore;South Korea;Taiwan;Thailand,8,INDUSTRY
NCT00968851,INDUSTRY;OTHER,1,United States;Russia;Serbia;Ukraine,4,INDUSTRY
NCT02174432,INDUSTRY,0,Germany,1,INDUSTRY
NCT04107935,OTHER;NIH,1,United States,1,OTHER
NCT01357109,OTHER;OTHER_GOV;INDUSTRY,3,Sweden,1,OTHER
NCT04376684,INDUSTRY,0,United States;Argentina;Belgium;Brazil;Canada;Chile;Colombia;France;India;Italy;Japan;Mexico;Netherlands;Peru;Poland;Russia;South Africa;Spain;United Kingdom,19,INDUSTRY
NCT04718805,INDUSTRY,0,Belgium,1,INDUSTRY
NCT02741791,INDUSTRY,0,United States,1,INDUSTRY
NCT01391494,OTHER;OTHER_GOV,1,China,1,OTHER
NCT01103323,INDUSTRY,0,United States;Argentina;Australia;Belgium;Brazil;Canada;China;Czechia;France;Germany;Hungary;Israel;Italy;Japan;Netherlands;Portugal;Spain;Switzerland;Turkey (Türkiye),19,INDUSTRY
NCT02860715,INDUSTRY,0,South Korea,1,INDUSTRY
NCT02560779,INDUSTRY,0,United States,1,INDUSTRY
NCT05231772,OTHER,0,Russia,1,OTHER
NCT00505661,OTHER,0,United States,1,OTHER
NCT00974350,INDUSTRY,1,Australia;New Zealand,2,INDUSTRY
NCT03778931,INDUSTRY,0,United States;Argentina;Australia;Austria;Belgium;Canada;Denmark;France;Greece;Hungary;Ireland;Israel;Italy;Portugal;South Korea;Spain;United Kingdom,17,INDUSTRY
NCT04778488,OTHER;UNKNOWN,1,Austria,1,OTHER
NCT01262430,OTHER,0,Canada,1,OTHER
NCT02881125,OTHER;NIH,1,United States,1,OTHER
NCT02874794,INDUSTRY,0,United States,1,INDUSTRY
NCT00398658,OTHER,0,Iran,1,OTHER
NCT02071251,OTHER,0,United States,1,OTHER
NCT00490373,INDUSTRY,0,Germany,1,INDUSTRY
NCT00149903,INDUSTRY,0,China,1,INDUSTRY
NCT00278447,OTHER;NIH,1,United States,1,OTHER
NCT00590408,OTHER,0,United States,1,OTHER
NCT03678415,OTHER,0,Bangladesh,1,OTHER
NCT00353743,OTHER,0,Brazil,1,OTHER
NCT00985829,OTHER,0,,0,OTHER
NCT00144599,INDUSTRY,0,,0,INDUSTRY
NCT02600091,OTHER;OTHER_GOV,3,United Kingdom,1,OTHER
NCT02010242,INDUSTRY,0,United States;Australia;Canada;Czechia;Germany;Poland,6,INDUSTRY
NCT04358016,OTHER,0,China,1,OTHER
NCT02120742,OTHER,1,Tanzania,1,OTHER
NCT00245323,OTHER,1,United States,1,OTHER
NCT00924742,OTHER,0,,0,OTHER
NCT00012805,FED,0,United States,1,FED
NCT04181892,OTHER,0,Turkey (Türkiye),1,OTHER
NCT00142181,OTHER;INDUSTRY;NETWORK,7,United States,1,OTHER
NCT01179399,INDUSTRY,0,United States,1,INDUSTRY
NCT04854720,OTHER,0,Turkey (Türkiye),1,OTHER
NCT01941160,INDUSTRY,1,Canada,1,INDUSTRY
NCT04158219,OTHER,0,United States,1,OTHER
NCT00094900,NIH,0,United States,1,NIH
NCT01705990,NETWORK,0,Kenya;Rwanda;United Kingdom,3,NETWORK
NCT00876863,INDUSTRY;OTHER,1,United States,1,INDUSTRY
NCT03433625,OTHER;OTHER_GOV,3,Canada,1,OTHER
NCT02225067,INDUSTRY;OTHER,1,Japan,1,INDUSTRY
NCT01862796,NIH,0,United States,1,NIH
NCT04531891,OTHER,0,Belgium,1,OTHER
NCT03136744,OTHER,1,Canada,1,OTHER
NCT00629395,OTHER,0,United States,1,OTHER
NCT05311540,OTHER,1,Turkey (Türkiye),1,OTHER
NCT00653172,INDUSTRY,0,Chile;Croatia;Estonia;Germany;Peru;Poland;Romania;South Africa;Ukraine,9,INDUSTRY
NCT02142205,INDUSTRY,0,Russia,1,INDUSTRY
NCT01926535,OTHER,2,Chile,1,OTHER
NCT05226650,OTHER,0,United Kingdom,1,OTHER
NCT04731454,OTHER,0,Sweden,1,OTHER
NCT03122951,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT01146782,INDUSTRY,0,United States,1,INDUSTRY
NCT04865991,OTHER,0,Indonesia,1,OTHER
NCT03960996,OTHER,0,Czechia,1,OTHER
NCT01856127,OTHER;INDUSTRY,1,United States,1,OTHER
NCT03228641,INDUSTRY,0,United States,1,INDUSTRY
NCT01094080,OTHER;INDUSTRY,1,Germany;Serbia,2,OTHER
NCT01571622,OTHER,0,Israel,1,OTHER
NCT00570310,INDUSTRY,0,,0,INDUSTRY
NCT02433925,OTHER,0,,0,OTHER
NCT05191875,OTHER,0,China,1,OTHER
NCT01526408,OTHER;INDUSTRY,1,,0,OTHER
NCT00735813,OTHER;INDUSTRY,2,Denmark,1,OTHER
NCT03020628,INDUSTRY,0,South Korea,1,INDUSTRY
NCT00717925,INDUSTRY,0,,0,INDUSTRY
NCT03077529,OTHER,1,Netherlands,1,OTHER
NCT01149226,OTHER,0,South Korea,1,OTHER
NCT01825382,OTHER;INDUSTRY,2,United States,1,OTHER
NCT03514836,INDUSTRY,0,Czechia,1,INDUSTRY
NCT01904292,INDUSTRY,0,United States;Argentina;Australia;Brazil;Canada;France;Germany;Italy;Mexico;Russia;Spain;United Kingdom,12,INDUSTRY
NCT02934542,INDUSTRY,0,Netherlands,1,INDUSTRY
NCT00823641,OTHER;OTHER_GOV,1,United Kingdom,1,OTHER
NCT02067273,OTHER,0,United States,1,OTHER
NCT02864602,OTHER,0,Canada,1,OTHER
NCT01967641,OTHER,0,United States,1,OTHER
NCT00263250,OTHER,0,United States,1,OTHER
NCT01109758,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT01121107,INDUSTRY,0,United States;New Zealand,2,INDUSTRY
NCT00314613,OTHER;INDUSTRY,1,United States,1,OTHER
NCT01391078,OTHER;INDUSTRY,1,Germany,1,OTHER
NCT03725462,INDUSTRY,0,France,1,INDUSTRY
NCT03210181,OTHER,0,Lebanon,1,OTHER
NCT04641065,OTHER,0,Turkey (Türkiye),1,OTHER
NCT02792166,OTHER,0,Canada,1,OTHER
NCT02877940,OTHER,0,,0,OTHER
NCT00334711,OTHER,3,,0,OTHER
NCT04715243,OTHER,0,Oman,1,OTHER
NCT02784236,OTHER,0,Spain,1,OTHER
NCT01120197,OTHER,1,Norway,1,OTHER
NCT02847663,OTHER,2,Switzerland,1,OTHER
NCT04138264,OTHER,0,United States,1,OTHER
NCT01813786,INDUSTRY,0,United States,1,INDUSTRY
NCT03856619,INDUSTRY,0,India,1,INDUSTRY
NCT03019198,OTHER_GOV,0,Brazil,1,OTHER_GOV
NCT04574050,OTHER,1,United Kingdom,1,OTHER
NCT02340728,OTHER,0,United States,1,OTHER
NCT00687037,INDUSTRY,0,Brazil,1,INDUSTRY
NCT03456752,OTHER,0,China,1,OTHER
NCT05630391,OTHER,0,Turkey (Türkiye),1,OTHER
NCT03701165,INDUSTRY,0,United States,1,INDUSTRY
NCT04111822,OTHER,0,Spain,1,OTHER
NCT05884047,OTHER,0,Turkey (Türkiye),1,OTHER
NCT03333993,OTHER_GOV,0,Brazil,1,OTHER_GOV
NCT01875029,OTHER,0,Italy,1,OTHER
NCT03511092,OTHER,0,Portugal,1,OTHER
NCT02558803,OTHER;INDUSTRY,2,United States,1,OTHER
NCT00914212,INDUSTRY,0,,0,INDUSTRY
NCT02067572,OTHER,1,Norway,1,OTHER
NCT02750761,INDUSTRY,0,,0,INDUSTRY
NCT05515120,OTHER_GOV,0,Mexico,1,OTHER_GOV
NCT05306431,OTHER,0,Pakistan,1,OTHER
NCT02813343,OTHER;UNKNOWN,5,Canada,1,OTHER
NCT04486144,OTHER,0,United States,1,OTHER
NCT02578095,INDUSTRY,0,United States;Hungary;Romania;Serbia,4,INDUSTRY
NCT03835884,INDUSTRY,0,United States,1,INDUSTRY
NCT01240408,INDUSTRY,0,United States,1,INDUSTRY
NCT04728958,OTHER;OTHER_GOV,4,United Kingdom,1,OTHER
NCT02284126,OTHER;FED,3,United States,1,OTHER
NCT01204775,INDUSTRY,0,United States;Russia;South Africa;Taiwan,4,INDUSTRY
NCT01540682,OTHER,0,United States,1,OTHER
NCT01594021,OTHER,0,France,1,OTHER
NCT03183518,INDUSTRY,0,Brazil,1,INDUSTRY
NCT04455399,OTHER,0,Philippines,1,OTHER
NCT00083278,INDUSTRY,0,United States,1,INDUSTRY
NCT04349423,OTHER,0,United States,1,OTHER
NCT00143065,OTHER,0,United States,1,OTHER
NCT01875991,INDUSTRY,0,United States;Canada,2,INDUSTRY
NCT03662893,OTHER;OTHER_GOV,1,Turkey (Türkiye),1,OTHER
NCT01557361,OTHER;OTHER_GOV;INDUSTRY,2,Canada,1,OTHER
NCT00332059,INDUSTRY,0,United States;Austria;Canada;Germany,4,INDUSTRY
NCT04503590,INDUSTRY,0,Armenia,1,INDUSTRY
NCT02592226,OTHER,0,France,1,OTHER
NCT02757898,OTHER;NIH,1,United States,1,OTHER
NCT02310997,OTHER,1,United Kingdom,1,OTHER
NCT03053947,OTHER,0,Canada,1,OTHER
NCT04269538,INDUSTRY,1,Japan,1,INDUSTRY
NCT02045732,INDUSTRY,0,United States,1,INDUSTRY
NCT00762515,INDUSTRY,0,United States,1,INDUSTRY
NCT01549509,NIH,0,Uganda,1,NIH
NCT04219423,OTHER,0,,0,OTHER
NCT03624413,OTHER;NIH,2,South Africa,1,OTHER
NCT00253487,OTHER;NIH,1,,0,OTHER
NCT02186327,OTHER,0,United States,1,OTHER
NCT00869804,OTHER,0,United States,1,OTHER
NCT03659149,INDUSTRY,0,South Korea,1,INDUSTRY
NCT01816139,INDUSTRY,0,United States,1,INDUSTRY
NCT00971711,OTHER;NIH,2,United States,1,OTHER
