nct_id,sponsor_types,num_collaborators,countries,num_countries,lead_sponsor_type
NCT01969357,INDUSTRY,0,China,1,INDUSTRY
NCT00850551,OTHER,1,United States,1,OTHER
NCT01855542,OTHER,0,South Korea,1,OTHER
NCT01962753,OTHER,0,France,1,OTHER
NCT00115258,OTHER,0,,0,OTHER
NCT01573338,INDUSTRY,0,United States;France;South Korea,3,INDUSTRY
NCT03970642,OTHER,0,United States,1,OTHER
NCT02299232,OTHER,0,,0,OTHER
NCT04132479,OTHER_GOV;UNKNOWN,1,Burma,1,OTHER_GOV
NCT02974803,NETWORK;INDUSTRY,1,Canada,1,NETWORK
NCT03732183,OTHER;UNKNOWN,1,United States,1,OTHER
NCT02020746,INDUSTRY,0,Israel,1,INDUSTRY
NCT01391507,INDUSTRY,0,Germany,1,INDUSTRY
NCT02901210,OTHER,0,,0,OTHER
NCT04703816,OTHER,0,France,1,OTHER
NCT02156570,OTHER_GOV,0,Australia;New Zealand,2,OTHER_GOV
NCT01683461,OTHER;NIH,2,South Africa,1,OTHER
NCT02104232,OTHER;NIH,2,India,1,OTHER
NCT03289143,INDUSTRY,0,United States;Australia;Belgium;Canada;Denmark;France;Germany;Italy;Netherlands;Poland;Spain;Sweden;United Kingdom,13,INDUSTRY
NCT02243332,INDUSTRY;OTHER,1,United States,1,INDUSTRY
NCT05058443,OTHER,0,China,1,OTHER
NCT01783548,INDUSTRY,0,United States,1,INDUSTRY
NCT03512392,OTHER,2,United Kingdom,1,OTHER
NCT01046643,OTHER;NIH,1,United States,1,OTHER
NCT01454999,FED,1,United States,1,FED
NCT01805700,OTHER,0,United Kingdom,1,OTHER
NCT01523002,OTHER;INDUSTRY,1,Switzerland,1,OTHER
NCT01201915,INDUSTRY,0,United States,1,INDUSTRY
NCT03130959,INDUSTRY,0,United States;Australia;Brazil;Canada;France;Germany;Hong Kong;Israel;Netherlands;Norway;Poland;Russia;Spain;Sweden;United Kingdom,15,INDUSTRY
NCT02952170,OTHER;NIH,1,United States,1,OTHER
NCT01303952,OTHER;INDUSTRY,1,Germany,1,OTHER
NCT00504790,INDUSTRY,0,United States,1,INDUSTRY
NCT00627614,OTHER;NIH,1,United States,1,OTHER
NCT02645136,OTHER,0,,0,OTHER
NCT00003538,OTHER;NIH,1,United States,1,OTHER
NCT01963364,OTHER,0,United Kingdom,1,OTHER
NCT01942785,INDUSTRY,0,United States,1,INDUSTRY
NCT03108508,OTHER;UNKNOWN,3,Spain,1,OTHER
NCT00269282,OTHER;NIH,1,United States,1,OTHER
NCT01221922,INDUSTRY,0,Thailand,1,INDUSTRY
NCT02534363,OTHER;NETWORK,2,Spain,1,OTHER
NCT02150499,INDUSTRY,0,United States,1,INDUSTRY
NCT00000906,NIH,0,United States,1,NIH
NCT03352037,OTHER,0,Canada,1,OTHER
NCT04442438,OTHER,1,Netherlands,1,OTHER
NCT01426412,INDUSTRY,0,United States,1,INDUSTRY
NCT01871532,INDUSTRY,0,Ireland;United Kingdom,2,INDUSTRY
NCT00255086,OTHER;INDUSTRY,2,United States,1,OTHER
NCT00373204,INDUSTRY,0,United States;Canada;Russia;Serbia,4,INDUSTRY
NCT02703337,INDUSTRY,0,Germany,1,INDUSTRY
NCT01263054,INDUSTRY,0,United States,1,INDUSTRY
NCT03321825,INDUSTRY,0,Canada,1,INDUSTRY
NCT02657317,OTHER;FED,1,United States,1,OTHER
NCT02112721,OTHER,2,Australia,1,OTHER
NCT02340819,INDUSTRY,0,Japan,1,INDUSTRY
NCT01089647,OTHER;INDUSTRY,1,United States,1,OTHER
NCT05631678,INDUSTRY,0,China,1,INDUSTRY
NCT02548065,OTHER,0,Italy,1,OTHER
NCT00312039,INDUSTRY,1,United States,1,INDUSTRY
NCT04273620,OTHER,0,Germany,1,OTHER
NCT00672607,INDUSTRY,0,China,1,INDUSTRY
NCT02806596,OTHER,0,,0,OTHER
NCT02341456,INDUSTRY,0,Australia;Japan;South Korea,3,INDUSTRY
NCT02672020,OTHER;OTHER_GOV,3,France,1,OTHER
NCT00491517,OTHER,0,Italy,1,OTHER
NCT02229708,OTHER;FED,1,United States,1,OTHER
NCT01380496,INDUSTRY,1,Canada,1,INDUSTRY
NCT02393833,NETWORK,0,Italy;Nigeria;Peru,3,NETWORK
NCT00650858,OTHER;FED;INDUSTRY,2,United States;Canada;Germany;United Kingdom,4,OTHER
NCT00573794,INDUSTRY,0,,0,INDUSTRY
NCT00958789,INDUSTRY,0,United States,1,INDUSTRY
NCT01813201,OTHER,2,Spain,1,OTHER
NCT00665158,OTHER;OTHER_GOV,1,Canada,1,OTHER
NCT00951834,OTHER,0,Germany,1,OTHER
NCT01298804,OTHER;UNKNOWN,1,United States,1,OTHER
NCT02628769,OTHER;INDUSTRY,1,United Kingdom,1,OTHER
NCT05654155,OTHER,1,Taiwan,1,OTHER
NCT03939936,OTHER,0,Turkey (Türkiye),1,OTHER
NCT00654017,INDUSTRY,0,Brazil,1,INDUSTRY
NCT01842087,OTHER,1,United States,1,OTHER
NCT00595946,INDUSTRY,1,United States;Canada,2,INDUSTRY
NCT00934362,OTHER;INDUSTRY,2,United States,1,OTHER
NCT04759768,INDUSTRY,0,United States,1,INDUSTRY
NCT00814346,INDUSTRY,0,France,1,INDUSTRY
NCT03198130,INDUSTRY,1,South Korea;United Kingdom,2,INDUSTRY
NCT03365947,INDUSTRY,0,Australia;Hong Kong;New Zealand,3,INDUSTRY
NCT04445389,INDUSTRY,0,South Korea,1,INDUSTRY
NCT03407794,OTHER,1,United States,1,OTHER
NCT01895478,OTHER,0,United States,1,OTHER
NCT02765945,OTHER,0,United States,1,OTHER
NCT00605020,INDUSTRY,0,Austria;Germany;Switzerland,3,INDUSTRY
NCT00140530,OTHER;UNKNOWN,1,Germany,1,OTHER
NCT01799694,OTHER,0,Spain,1,OTHER
NCT03872765,OTHER,0,,0,OTHER
NCT00266708,OTHER,0,United States,1,OTHER
NCT02577718,INDUSTRY;OTHER,1,United States,1,INDUSTRY
NCT00001735,NIH,0,United States,1,NIH
NCT05809102,OTHER,0,Egypt,1,OTHER
NCT02387424,OTHER;NIH,3,United States,1,OTHER
NCT01928940,INDUSTRY,0,Japan,1,INDUSTRY
NCT02393378,INDUSTRY,0,Czechia;Estonia;Russia;Spain;United Kingdom,5,INDUSTRY
NCT02494999,NETWORK;INDUSTRY,1,China,1,NETWORK
NCT03107208,OTHER,0,United States,1,OTHER
NCT02079324,INDUSTRY,0,South Korea,1,INDUSTRY
NCT00573287,OTHER;NIH,1,United States,1,OTHER
NCT00858793,OTHER,0,Germany,1,OTHER
NCT03136900,OTHER,0,Belgium,1,OTHER
NCT00000689,NIH,0,United States,1,NIH
NCT03956875,OTHER,0,Taiwan,1,OTHER
NCT01129960,INDUSTRY,0,Portugal,1,INDUSTRY
NCT00645918,INDUSTRY,0,United States;Canada,2,INDUSTRY
NCT01896024,OTHER,0,Switzerland,1,OTHER
NCT02077595,OTHER,0,Taiwan,1,OTHER
NCT00330551,OTHER;NIH;INDUSTRY,2,United States,1,OTHER
NCT05366660,OTHER,0,France,1,OTHER
NCT01814423,OTHER,0,Guinea-Bissau,1,OTHER
NCT01482936,INDUSTRY,0,China,1,INDUSTRY
NCT01524627,OTHER;NIH,2,United States,1,OTHER
NCT01578577,OTHER;NIH,1,United States,1,OTHER
NCT00983866,OTHER;NIH,1,United States,1,OTHER
NCT00364780,INDUSTRY,0,United States,1,INDUSTRY
NCT03317041,OTHER,0,,0,OTHER
NCT02786459,OTHER;UNKNOWN;INDUSTRY,2,Canada,1,OTHER
NCT00790114,INDUSTRY,0,,0,INDUSTRY
NCT03128892,INDUSTRY,0,United States,1,INDUSTRY
NCT04135144,OTHER,0,Turkey (Türkiye),1,OTHER
NCT01753869,OTHER,2,United Kingdom,1,OTHER
NCT02096705,INDUSTRY,1,China;Singapore;South Korea,3,INDUSTRY
NCT02746380,INDUSTRY,1,Japan;South Korea,2,INDUSTRY
NCT03880058,INDUSTRY,1,United States,1,INDUSTRY
NCT01019408,OTHER,3,Pakistan,1,OTHER
NCT00956683,OTHER,0,Canada,1,OTHER
NCT00380198,INDUSTRY,0,United States,1,INDUSTRY
NCT02515994,INDUSTRY,0,United States,1,INDUSTRY
NCT03619486,OTHER,0,Taiwan,1,OTHER
NCT01379677,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT04991155,INDUSTRY,0,,0,INDUSTRY
NCT01492075,OTHER,0,Sweden,1,OTHER
NCT01074801,OTHER,1,United Kingdom,1,OTHER
NCT00000321,NIH;OTHER,1,United States,1,NIH
NCT02499783,INDUSTRY,0,,0,INDUSTRY
NCT01237496,INDUSTRY,0,Italy,1,INDUSTRY
NCT00773890,INDUSTRY,0,United States,1,INDUSTRY
NCT02021227,OTHER,0,France,1,OTHER
NCT00873561,INDUSTRY,0,Canada;Czechia;Finland;France;Germany;South Africa;Spain;United Kingdom,8,INDUSTRY
NCT01581060,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT00856843,INDUSTRY,0,United States,1,INDUSTRY
NCT03214536,OTHER,0,Belgium,1,OTHER
NCT00806611,OTHER,0,United States,1,OTHER
NCT02905305,OTHER;INDUSTRY;OTHER_GOV;UNKNOWN,5,Australia,1,OTHER
NCT04268394,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT01934569,INDUSTRY,0,Belgium,1,INDUSTRY
NCT01219647,OTHER,1,United States,1,OTHER
NCT02126670,INDUSTRY,0,United States,1,INDUSTRY
NCT03988426,INDUSTRY,0,Russia,1,INDUSTRY
NCT02216097,INDUSTRY,0,United States,1,INDUSTRY
NCT01575275,OTHER;NIH,1,United States,1,OTHER
NCT01083264,INDUSTRY,0,Germany,1,INDUSTRY
NCT03305159,OTHER,0,United States,1,OTHER
NCT02574741,OTHER,0,United States,1,OTHER
NCT03700294,INDUSTRY,0,United States,1,INDUSTRY
NCT00045669,OTHER;NIH,1,United States;Canada,2,OTHER
NCT02991586,OTHER,0,Spain,1,OTHER
NCT03865680,OTHER,1,Egypt,1,OTHER
NCT00454363,NIH,0,United States,1,NIH
NCT02084485,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT00211874,OTHER;FED,1,United States,1,OTHER
NCT03050177,INDUSTRY,0,,0,INDUSTRY
NCT03160469,OTHER_GOV,0,,0,OTHER_GOV
NCT00454103,OTHER,0,Germany,1,OTHER
NCT01915602,INDUSTRY,0,United States;Austria;Belgium;China;Czechia;France;Germany;Hong Kong;Hungary;Israel;Italy;Japan;New Zealand;Singapore;South Korea;Spain;Switzerland;Taiwan;Thailand;Turkey (Türkiye);United Kingdom,21,INDUSTRY
NCT06207682,INDUSTRY,0,United States,1,INDUSTRY
NCT03649347,OTHER,0,United States,1,OTHER
NCT01799785,OTHER,0,Canada,1,OTHER
NCT00123487,INDUSTRY,0,United States;Argentina;Australia;Austria;Belgium;Brazil;Canada;Czechia;Denmark;Finland;France;Germany;Greece;Hungary;Ireland;Israel;Italy;Netherlands;Norway;Peru;Philippines;Poland;Russia;Singapore;South Africa;South Korea;Spain;Sweden;Switzerland;Taiwan;Thailand;United Kingdom,32,INDUSTRY
NCT00835107,OTHER;INDUSTRY,3,Canada,1,OTHER
NCT04095910,OTHER,0,Mexico,1,OTHER
NCT04830449,INDUSTRY,0,South Korea,1,INDUSTRY
NCT02459548,OTHER;UNKNOWN,2,Spain,1,OTHER
NCT00169897,OTHER;OTHER_GOV,2,Canada,1,OTHER
NCT02402322,OTHER,0,,0,OTHER
NCT04638257,OTHER,0,,0,OTHER
NCT00276822,OTHER;NIH,1,United States,1,OTHER
NCT00098137,OTHER;INDUSTRY,1,,0,OTHER
NCT00876694,INDUSTRY,0,Japan,1,INDUSTRY
NCT02631629,OTHER,1,Denmark,1,OTHER
NCT04592900,OTHER,0,Egypt,1,OTHER
NCT04259320,OTHER,2,Turkey (Türkiye),1,OTHER
NCT00179959,OTHER;INDUSTRY,2,United States,1,OTHER
NCT00000505,NIH,0,,0,NIH
NCT00903253,INDUSTRY,0,United States,1,INDUSTRY
NCT05250141,INDUSTRY,0,India,1,INDUSTRY
NCT02459847,OTHER,0,United States,1,OTHER
NCT01365663,INDUSTRY,0,Germany,1,INDUSTRY
NCT00428636,OTHER,0,France,1,OTHER
NCT00002965,OTHER;NIH,1,United States,1,OTHER
NCT02670590,OTHER,0,,0,OTHER
NCT02573298,OTHER;NETWORK;OTHER_GOV,4,France,1,OTHER
NCT03983941,OTHER,0,United States,1,OTHER
NCT02805296,OTHER,0,,0,OTHER
NCT03904979,OTHER,0,United States,1,OTHER
NCT01987570,OTHER,0,Spain,1,OTHER
NCT00351962,OTHER,0,Canada,1,OTHER
NCT01457014,INDUSTRY,0,United States,1,INDUSTRY
NCT00529451,INDUSTRY,0,China;India;Thailand,3,INDUSTRY
NCT03827174,OTHER;INDUSTRY;OTHER_GOV,4,Sweden,1,OTHER
NCT02372266,FED,0,,0,FED
NCT00951028,OTHER;NIH,1,United States,1,OTHER
NCT02314871,OTHER,2,Czechia,1,OTHER
NCT04238689,OTHER,1,Netherlands,1,OTHER
NCT05128812,OTHER,0,Spain,1,OTHER
NCT00434655,FED,0,United States,1,FED
NCT02940574,OTHER,2,,0,OTHER
NCT02286921,OTHER;FED,1,United States,1,OTHER
NCT02342249,INDUSTRY,1,United States;Belgium;Bulgaria;Canada;Estonia;Germany;Latvia;Puerto Rico;South Africa,9,INDUSTRY
NCT01367912,OTHER,0,Turkey (Türkiye),1,OTHER
NCT02310620,OTHER,0,Hungary,1,OTHER
NCT01682707,OTHER,0,Brazil,1,OTHER
NCT00681044,OTHER,0,United States,1,OTHER
NCT06742541,OTHER,0,Canada,1,OTHER
NCT01588548,INDUSTRY,0,Japan;United Kingdom,2,INDUSTRY
NCT02436980,OTHER,0,,0,OTHER
NCT00264043,INDUSTRY,0,Germany,1,INDUSTRY
NCT01802697,INDUSTRY,0,Sweden,1,INDUSTRY
NCT00326352,OTHER;OTHER_GOV,1,United Kingdom,1,OTHER
NCT05121896,OTHER,0,Netherlands,1,OTHER
NCT01168193,OTHER,0,,0,OTHER
NCT00889941,OTHER,0,United States,1,OTHER
NCT00754923,OTHER;INDUSTRY,1,United States,1,OTHER
NCT00455156,OTHER;NIH,2,United States,1,OTHER
NCT03456414,OTHER,2,Spain,1,OTHER
NCT01570062,OTHER,0,Canada,1,OTHER
NCT02190409,OTHER,1,Turkey (Türkiye),1,OTHER
NCT03759184,NIH,0,United States,1,NIH
NCT01012232,OTHER,0,Denmark,1,OTHER
NCT01958437,FED,0,United States,1,FED
NCT01061034,OTHER_GOV,0,Israel,1,OTHER_GOV
NCT01678105,OTHER;INDUSTRY,1,Canada,1,OTHER
NCT00937053,OTHER;UNKNOWN,1,Canada,1,OTHER
NCT02048306,OTHER,1,Portugal,1,OTHER
NCT02652585,OTHER,0,Germany,1,OTHER
NCT03000283,OTHER,0,United States,1,OTHER
NCT03373825,OTHER,0,United States,1,OTHER
NCT00540670,INDUSTRY,0,Japan,1,INDUSTRY
NCT00075114,OTHER;NIH,1,United States,1,OTHER
NCT00596765,OTHER,1,Germany,1,OTHER
NCT03278613,NETWORK;OTHER;NIH,10,United States,1,NETWORK
NCT03755752,OTHER,0,Egypt,1,OTHER
NCT05326139,OTHER,0,Turkey (Türkiye),1,OTHER
NCT02174861,INDUSTRY,0,United States;Canada;Czechia;Denmark;Finland;Germany;Norway;Poland;Sweden;United Kingdom,10,INDUSTRY
NCT01730404,INDUSTRY,0,Ireland;United Kingdom,2,INDUSTRY
NCT01399502,OTHER;UNKNOWN,3,Australia,1,OTHER
NCT02411825,INDUSTRY,0,Germany,1,INDUSTRY
NCT04969406,INDUSTRY,0,United States,1,INDUSTRY
NCT01307124,OTHER;OTHER_GOV;UNKNOWN,11,Thailand,1,OTHER
NCT01732120,OTHER,1,United States,1,OTHER
NCT02332005,INDUSTRY,0,Russia,1,INDUSTRY
NCT02074982,INDUSTRY,0,United States;Australia;Austria;Belgium;Bulgaria;Canada;Denmark;Estonia;France;Germany;Greece;Hungary;Israel;Italy;Netherlands;Norway;Portugal;Slovakia;South Korea;Spain;Switzerland;Taiwan;Turkey (Türkiye);United Kingdom,24,INDUSTRY
NCT04886011,OTHER,0,Egypt,1,OTHER
NCT02004678,INDUSTRY,0,United States,1,INDUSTRY
NCT02371005,OTHER,0,France,1,OTHER
NCT02052167,INDUSTRY,1,United States,1,INDUSTRY
NCT01742364,OTHER,2,South Africa,1,OTHER
NCT06397742,OTHER,0,Poland,1,OTHER
NCT04599803,INDUSTRY,0,United States,1,INDUSTRY
NCT03578146,INDUSTRY,0,,0,INDUSTRY
NCT00981890,OTHER,0,Canada,1,OTHER
NCT02225327,OTHER;INDUSTRY,1,,0,OTHER
NCT03094650,INDUSTRY;OTHER;NETWORK,2,Switzerland,1,INDUSTRY
NCT02580305,INDUSTRY,0,United States,1,INDUSTRY
NCT00315055,INDUSTRY,0,Turkey (Türkiye),1,INDUSTRY
NCT02660775,OTHER,0,France,1,OTHER
NCT05516225,INDUSTRY,0,United States,1,INDUSTRY
NCT02713074,OTHER,0,Egypt,1,OTHER
NCT02183350,INDUSTRY,0,,0,INDUSTRY
NCT01789970,INDUSTRY,0,United States,1,INDUSTRY
NCT03481998,INDUSTRY,0,China,1,INDUSTRY
NCT00974584,INDUSTRY,0,United States;France;Netherlands,3,INDUSTRY
NCT02950402,OTHER,0,,0,OTHER
NCT01300104,OTHER,3,Denmark,1,OTHER
NCT01486563,OTHER,0,Denmark,1,OTHER
NCT05246709,OTHER,0,United States,1,OTHER
NCT04107155,INDUSTRY,0,United States,1,INDUSTRY
NCT00440518,INDUSTRY,0,United States,1,INDUSTRY
NCT00211315,OTHER;INDUSTRY,1,United States,1,OTHER
NCT04542655,INDUSTRY;OTHER,2,Denmark,1,INDUSTRY
NCT03921424,INDUSTRY,0,South Africa;Thailand;Ukraine,3,INDUSTRY
NCT02751047,OTHER,0,South Korea,1,OTHER
NCT05124730,INDUSTRY,0,Czechia,1,INDUSTRY
NCT03490370,OTHER_GOV,0,United Kingdom,1,OTHER_GOV
NCT01770938,OTHER;OTHER_GOV,2,Brazil,1,OTHER
NCT02157129,OTHER,0,Germany,1,OTHER
NCT03757884,OTHER;FED,1,United States,1,OTHER
NCT02073565,INDUSTRY;UNKNOWN;OTHER,2,United States;Japan,2,INDUSTRY
NCT00547014,INDUSTRY,0,United States,1,INDUSTRY
NCT00798486,INDUSTRY,0,United States,1,INDUSTRY
NCT03275064,INDUSTRY,0,United States;Czechia;Denmark,3,INDUSTRY
NCT01279096,OTHER,10,France,1,OTHER
NCT00472654,OTHER;NIH,1,United States,1,OTHER
NCT01780428,INDUSTRY,0,United States,1,INDUSTRY
NCT01257438,INDUSTRY,0,United States,1,INDUSTRY
NCT04098835,OTHER,0,United States,1,OTHER
NCT05081388,INDUSTRY,0,United States,1,INDUSTRY
NCT01109641,INDUSTRY,0,Italy,1,INDUSTRY
NCT04087746,OTHER,0,Egypt,1,OTHER
NCT03508778,INDUSTRY,0,South Africa,1,INDUSTRY
NCT02694276,OTHER,0,Sweden,1,OTHER
NCT03780920,OTHER,0,France,1,OTHER
NCT01551186,OTHER;FED,1,United States,1,OTHER
NCT04726020,OTHER;INDUSTRY,1,Italy,1,OTHER
NCT00171899,INDUSTRY,0,Canada,1,INDUSTRY
NCT04765735,INDUSTRY,0,United States,1,INDUSTRY
NCT01232829,NIH,0,United States,1,NIH
NCT01833728,OTHER,0,South Korea,1,OTHER
NCT04867174,OTHER;OTHER_GOV;NIH,4,United States,1,OTHER
NCT01065831,OTHER;NIH,1,United States,1,OTHER
NCT01006954,OTHER_GOV,0,Iran,1,OTHER_GOV
NCT01901289,INDUSTRY,0,United States,1,INDUSTRY
NCT02597946,INDUSTRY,0,China;Malaysia,2,INDUSTRY
NCT01883830,OTHER,0,Italy,1,OTHER
NCT00143221,INDUSTRY,0,,0,INDUSTRY
NCT02431793,OTHER;FED,1,United States,1,OTHER
NCT00126295,INDUSTRY,0,Australia,1,INDUSTRY
NCT01512160,INDUSTRY,0,United States,1,INDUSTRY
NCT03218397,OTHER;NIH,2,United States,1,OTHER
NCT04055103,OTHER,0,Netherlands,1,OTHER
NCT04074577,OTHER,0,United States,1,OTHER
NCT04852263,OTHER,0,Saudi Arabia,1,OTHER
NCT05309564,OTHER_GOV;OTHER,2,Sweden,1,OTHER_GOV
NCT03466112,OTHER,4,Germany,1,OTHER
NCT01461174,OTHER,1,France,1,OTHER
NCT04266678,OTHER,0,United States,1,OTHER
NCT00296465,INDUSTRY,0,United States,1,INDUSTRY
NCT05825274,OTHER,0,United Kingdom,1,OTHER
NCT00915135,INDUSTRY,0,,0,INDUSTRY
NCT03960268,OTHER;INDUSTRY,1,United States,1,OTHER
NCT04519710,OTHER,0,France,1,OTHER
NCT03161561,OTHER,0,United Kingdom,1,OTHER
NCT01656681,INDUSTRY,0,United States,1,INDUSTRY
NCT04742842,OTHER;INDUSTRY;UNKNOWN,4,Australia,1,OTHER
NCT00787800,OTHER;INDUSTRY,1,United States;Israel,2,OTHER
NCT04402710,OTHER;OTHER_GOV,1,Canada,1,OTHER
NCT02501824,OTHER,0,Switzerland,1,OTHER
NCT03664726,OTHER,1,United States,1,OTHER
NCT02092480,OTHER,2,United Kingdom,1,OTHER
NCT02251301,OTHER,1,Canada,1,OTHER
NCT01609101,OTHER,0,Netherlands,1,OTHER
NCT00138294,OTHER;INDUSTRY;NIH,4,United States,1,OTHER
NCT00113139,OTHER;NIH,1,,0,OTHER
NCT00237159,INDUSTRY,0,,0,INDUSTRY
NCT00984802,INDUSTRY,0,United States;India,2,INDUSTRY
NCT00781248,INDUSTRY,0,Israel,1,INDUSTRY
NCT01934140,INDUSTRY,0,Philippines,1,INDUSTRY
NCT01381991,OTHER,0,South Korea,1,OTHER
NCT03729947,OTHER_GOV;OTHER,2,Finland;Sweden,2,OTHER_GOV
NCT00144183,INDUSTRY,0,South Africa,1,INDUSTRY
NCT01466686,OTHER,0,United States,1,OTHER
NCT03105700,OTHER,1,United States,1,OTHER
NCT00080327,INDUSTRY,1,United States,1,INDUSTRY
NCT00995826,INDUSTRY;NIH,1,United Kingdom,1,INDUSTRY
NCT01269515,OTHER,1,Norway,1,OTHER
NCT01399996,OTHER;INDUSTRY,1,United States,1,OTHER
NCT05300295,OTHER;NIH,1,United States,1,OTHER
NCT01066364,OTHER;INDUSTRY,1,United States,1,OTHER
NCT03397446,OTHER,1,Canada,1,OTHER
NCT01315041,OTHER,1,Brazil,1,OTHER
NCT01870765,OTHER,0,Germany,1,OTHER
NCT05011513,INDUSTRY,0,United States;Argentina;Brazil;Bulgaria;Colombia;Czechia;Hungary;Japan;Malaysia;Mexico;Poland;Puerto Rico;Romania;Slovakia;South Africa;South Korea;Spain;Thailand;Turkey (Türkiye);Ukraine,20,INDUSTRY
NCT02863887,OTHER,0,United States,1,OTHER
NCT03245619,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT02554162,OTHER,1,Finland,1,OTHER
NCT00082017,NIH,0,United States,1,NIH
NCT00280436,INDUSTRY,0,United States,1,INDUSTRY
NCT06118164,OTHER,0,Taiwan,1,OTHER
NCT02526407,OTHER,2,United Kingdom,1,OTHER
NCT00263068,INDUSTRY,0,United States,1,INDUSTRY
NCT00830050,INDUSTRY;OTHER,1,United Kingdom,1,INDUSTRY
NCT01442805,OTHER_GOV;OTHER,1,Luxembourg,1,OTHER_GOV
NCT03271671,OTHER,0,India,1,OTHER
NCT00322608,INDUSTRY,0,United States,1,INDUSTRY
NCT03231657,OTHER;OTHER_GOV;NETWORK,2,Spain,1,OTHER
NCT02424734,INDUSTRY,1,United States;Hungary,2,INDUSTRY
NCT04706299,OTHER,0,United States,1,OTHER
NCT01313312,INDUSTRY,0,United States;Belgium;Czechia;France;Hungary;Italy;Poland;Russia;Slovakia,9,INDUSTRY
NCT03403036,OTHER,0,United States,1,OTHER
NCT01249014,OTHER,0,United States,1,OTHER
NCT03628079,INDUSTRY;OTHER,2,Sweden,1,INDUSTRY
NCT03435562,OTHER,0,United States,1,OTHER
NCT05395117,INDUSTRY,1,United States,1,INDUSTRY
NCT00058552,INDUSTRY,0,,0,INDUSTRY
NCT00654238,OTHER,0,United States,1,OTHER
NCT04337853,OTHER,1,Norway,1,OTHER
NCT00976352,OTHER;NIH,1,United States,1,OTHER
NCT03072199,OTHER_GOV,0,United Kingdom,1,OTHER_GOV
NCT03550495,OTHER,0,United States,1,OTHER
NCT00004806,OTHER;NIH,1,,0,OTHER
NCT01798966,INDUSTRY;OTHER,1,United States,1,INDUSTRY
NCT02292329,OTHER,0,United Kingdom,1,OTHER
NCT01960777,OTHER,0,Denmark,1,OTHER
NCT00974155,OTHER;OTHER_GOV,1,Germany,1,OTHER
NCT00833976,OTHER;INDUSTRY,1,United States,1,OTHER
NCT00587457,INDUSTRY;OTHER,1,United States;Poland,2,INDUSTRY
NCT03557658,INDUSTRY,0,United States,1,INDUSTRY
NCT01054534,OTHER;INDUSTRY;UNKNOWN,2,United States,1,OTHER
NCT04006886,OTHER;UNKNOWN,2,Germany,1,OTHER
NCT00662519,OTHER;NIH,2,United States,1,OTHER
NCT01474278,INDUSTRY,0,United States,1,INDUSTRY
NCT03354962,OTHER,0,France,1,OTHER
NCT02805439,OTHER,1,Bulgaria;Czechia;Finland;Hungary;Russia;Slovakia;Ukraine,7,OTHER
NCT04698525,OTHER,0,Mexico,1,OTHER
NCT04032405,OTHER,0,Turkey (Türkiye),1,OTHER
NCT00910377,OTHER,0,Brazil,1,OTHER
NCT01054651,OTHER;INDUSTRY,1,Kenya,1,OTHER
NCT02134704,OTHER;NETWORK,2,France,1,OTHER
NCT00021242,NETWORK;NIH,1,United States;Australia;Canada;Netherlands;New Zealand;Puerto Rico;Switzerland,7,NETWORK
NCT01541683,OTHER,0,Lebanon,1,OTHER
NCT02984293,OTHER;OTHER_GOV,1,United Kingdom,1,OTHER
NCT01334255,INDUSTRY,1,United States,1,INDUSTRY
NCT03606993,OTHER;UNKNOWN,1,Dominican Republic,1,OTHER
NCT03469869,OTHER,1,Indonesia,1,OTHER
NCT00827593,OTHER;NIH,1,United States,1,OTHER
NCT02702388,INDUSTRY,1,United States;Australia;Belgium;Canada;Denmark;France;Germany;Israel;Italy;Poland;Romania;Russia;South Korea;Spain;Sweden;United Kingdom,16,INDUSTRY
NCT05582863,OTHER,0,Taiwan,1,OTHER
NCT00362479,INDUSTRY,0,United States,1,INDUSTRY
NCT01599416,OTHER,0,Taiwan,1,OTHER
NCT03121820,INDUSTRY,0,Russia,1,INDUSTRY
NCT00267670,OTHER,0,United States,1,OTHER
NCT00949442,INDUSTRY,0,Brazil;Czechia;Egypt;France;Italy;Kuwait;Mexico;Netherlands;Poland;Romania;Russia;Slovakia;South Korea;Sweden;Switzerland;Thailand;United Arab Emirates,17,INDUSTRY
NCT02825303,OTHER,1,Austria,1,OTHER
NCT01982851,OTHER,0,United States,1,OTHER
NCT05129488,INDUSTRY,0,United States,1,INDUSTRY
NCT00216151,OTHER;INDUSTRY,2,United States,1,OTHER
NCT01867645,OTHER;UNKNOWN;OTHER_GOV,2,Austria,1,OTHER
NCT02173678,INDUSTRY,0,,0,INDUSTRY
NCT00545844,INDUSTRY,0,,0,INDUSTRY
NCT02009956,INDUSTRY,0,Germany;Jordan;Spain,3,INDUSTRY
NCT04761341,OTHER,0,Switzerland,1,OTHER
NCT02101567,OTHER,0,Egypt,1,OTHER
NCT05131568,OTHER,0,Portugal,1,OTHER
NCT00263237,NIH,0,United States,1,NIH
NCT02587260,OTHER;INDUSTRY,1,Italy;Netherlands;Spain;Switzerland,4,OTHER
NCT00889564,INDUSTRY;UNKNOWN;INDIV,2,United States,1,INDUSTRY
